Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
364,Dodi Lukebakio,be BEL,FW,pt Benfica,28-024,1997,1,1,76,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,1,4,0,0,0,0,0,0.18,0.19,0.37,0.18,0.37,Matches
365,Odin Lurås Bjørtuft,no NOR,DF,no Bodø/Glimt,26-303,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
366,Alexis Mac Allister,ar ARG,MF,eng Liverpool,26-298,1998,2,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,6,2,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
367,Kevin Mac Allister,ar ARG,DF,be Union SG,27-345,1997,2,2,156,1.7,1,0,1,1,0,0,1,0,1,1,0,1.1,0,1,0,0.58,0,0.58,0.58,0.58,0.6,0.01,0.61,0.6,0.61,Matches
368,Noni Madueke,eng ENG,FW,eng Arsenal,23-222,2002,1,1,89,1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,8,2,14,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
369,Gabriel Magalhães,br BRA,DF,eng Arsenal,27-303,1997,2,2,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Daniel Maldini,it ITA,FW,it Atalanta,24-007,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,Giorgi Mamardashvili,ge GEO,GK,eng Liverpool,25-019,2000,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Dennis Man,ro ROU,"MF,FW",nl PSV Eindhoven,27-053,1998,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,3,3,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
373,Rafa Marín,es ESP,DF,es Villarreal,23-152,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,2,0,0,0,0,0,0,0.01,0.21,0.23,0.01,0.23,Matches
374,João Mário Lopes,pt POR,DF,it Juventus,25-288,2000,2,0,107,1.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,3,16,0,0.84,0.84,0,0.84,0,0.13,0.13,0,0.13,Matches
375,Camilo Marques,co COL,FW,az Qarabağ,23-250,2002,2,2,166,1.8,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.3,3,2,7,0.54,0.54,1.08,0.54,1.08,0.6,0.09,0.68,0.6,0.68,Matches
376,Marquinhos,br BRA,DF,fr Paris S-G,31-157,1994,1,1,90,1,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,0,1,1,1,0,1,1,1,0.36,0.53,0.89,0.36,0.89,Matches
377,Carlos Martín,es ESP,FW,es Atlético Madrid,23-179,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Gerard Martín,es ESP,DF,es Barcelona,23-290,2002,2,2,151,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
379,Gabriel Martinelli,br BRA,FW,eng Arsenal,24-122,2001,2,1,92,1,2,1,3,2,0,0,0,0,1.8,1.8,0.2,2,3,1,12,1.96,0.98,2.93,1.96,2.93,1.72,0.24,1.96,1.72,1.96,Matches
380,Lautaro Martínez,ar ARG,FW,it Inter,28-057,1997,1,1,66,0.7,2,0,2,2,0,0,1,0,2.1,2.1,0.4,2.5,0,2,1,2.73,0,2.73,2.73,2.73,2.89,0.49,3.38,2.89,3.38,Matches
381,Gelson Martins,pt POR,FW,gr Olympiacos,30-160,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,7,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,Matches
382,Alyaksandr Martynovich,by BLR,DF,kz Qaırat Almaty,38-053,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
383,Franco Mastantuono,ar ARG,FW,es Real Madrid,18-065,2007,2,2,131,1.5,0,0,0,0,0,0,0,0,1,1,0.1,1,4,8,13,0,0,0,0,0,0.67,0.04,0.7,0.67,0.7,Matches
384,Luís Mata,pt POR,DF,kz Qaırat Almaty,28-104,1997,2,2,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,1,9,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08,Matches
385,Pape Matar Sarr,sn SEN,MF,eng Tottenham,23-034,2002,2,2,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
386,Jean Mattéo Bahoya,fr FRA,"DF,FW",de Eint Frankfurt,20-164,2005,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,Matches
387,Christian Mawissa,fr FRA,DF,fr Monaco,20-183,2005,1,1,77,0.9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches
388,Senny Mayulu,fr FRA,FW,fr Paris S-G,19-154,2006,2,2,133,1.5,1,0,1,1,0,0,0,0,0.6,0.6,0,0.6,5,5,6,0.68,0,0.68,0.68,0.68,0.39,0.03,0.41,0.39,0.41,Matches
389,Ibrahim Maza,dz ALG,"MF,FW",de Leverkusen,19-328,2005,2,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,3,5,0,0,0,0,0,0.09,0.25,0.34,0.09,0.34,Matches
390,Kylian Mbappé,fr FRA,FW,es Real Madrid,26-302,1998,2,2,170,1.9,5,0,5,2,3,3,0,0,4.2,1.9,1.3,3.2,7,17,26,2.65,0,2.65,1.06,1.06,2.23,0.67,2.9,1.02,1.69,Matches
391,Ibrahim Mbaye,fr FRA,FW,fr Paris S-G,17-267,2008,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,8,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
392,Youssoupha Mbodji,sn SEN,DF,cz Slavia Prague,21-282,2004,2,1,118,1.3,2,0,2,2,0,0,1,0,1.2,1.2,0,1.2,0,0,0,1.53,0,1.53,1.53,1.53,0.95,0,0.95,0.95,0.95,Matches
393,James McConnell,eng ENG,MF,nl Ajax,21-035,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Weston McKennie,us USA,"MF,DF",it Juventus,27-051,1998,2,2,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,3,14,4,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,Matches
395,Scott McTominay,sct SCO,MF,it Napoli,28-314,1996,2,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,2,5,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
396,Brandon Mechele,be BEL,DF,be Club Brugge,32-263,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,Matches
397,Facundo Medina,ar ARG,DF,fr Marseille,26-143,1999,2,2,125,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Kevin Medina,co COL,DF,az Qarabağ,32-223,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Bjorn Meijer,nl NED,DF,be Club Brugge,22-214,2003,2,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,Matches
400,Nuno Mendes,pt POR,"DF,FW",fr Paris S-G,23-121,2002,2,2,164,1.8,1,1,2,1,0,0,1,0,0.6,0.6,1,1.6,5,14,5,0.55,0.55,1.1,0.55,1.1,0.34,0.55,0.89,0.34,0.89,Matches
401,Mikel Merino,es ESP,MF,eng Arsenal,29-118,1996,2,2,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,13,5,0,0,0,0,0,0.04,0.14,0.17,0.04,0.17,Matches
402,Neofytos Michael,cy CYP,GK,cy Pafos FC,31-306,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Simon Mignolet,be BEL,GK,be Club Brugge,37-226,1988,1,1,18,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Georges Mikautadze,ge GEO,FW,es Villarreal,24-352,2000,2,2,165,1.8,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,0,4,4,0.55,0,0.55,0.55,0.55,0.19,0.04,0.22,0.19,0.22,Matches
405,Lewis Miley,eng ENG,MF,eng Newcastle Utd,19-170,2006,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Vanja Milinković-Savić,rs SRB,GK,it Napoli,28-240,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
407,Éder Militão,br BRA,DF,es Real Madrid,27-273,1998,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches
408,Kim Min-jae,kr KOR,DF,de Bayern Munich,28-337,1996,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Takumi Minamino,jp JPN,MF,fr Monaco,30-275,1995,1,1,90,1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.3,4,8,4,0,1,1,0,1,0.14,0.13,0.26,0.14,0.26,Matches
410,Henrikh Mkhitaryan,am ARM,MF,it Inter,36-270,1989,1,1,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
411,Jorthy Mokio,be BEL,MF,nl Ajax,17-231,2008,1,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches
412,Alberto Moleiro,es ESP,MF,es Villarreal,22-018,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
413,Nahuel Molina,ar ARG,DF,es Atlético Madrid,27-195,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,Matches
414,Hidemasa Morita,jp JPN,MF,pt Sporting CP,30-161,1995,2,0,43,0.5,0,1,1,0,0,0,0,0,0,0,0.2,0.2,0,5,2,0,2.09,2.09,0,2.09,0,0.46,0.46,0,0.46,Matches
415,Raúl Moro,es ESP,FW,nl Ajax,22-317,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,3,4,5,0,0,0,0,0,0.64,0.25,0.9,0.64,0.9,Matches
416,Cristhian Mosquera,es ESP,DF,eng Arsenal,21-113,2004,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
417,Youssoufa Moukoko,de GER,FW,dk FC Copenhagen,20-332,2004,2,2,113,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,6,0,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
418,Santiago Mouriño,uy URU,DF,es Villarreal,23-247,2002,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
419,Christos Mouzakitis,gr GRE,MF,gr Olympiacos,18-297,2006,2,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,11,1,0,0,0,0,0,0.15,0.37,0.52,0.15,0.52,Matches
420,Alexandr Mrynskiy,kz KAZ,"FW,MF",kz Qaırat Almaty,21-095,2004,2,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,1,6,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
421,Jacob Murphy,eng ENG,"DF,FW",eng Newcastle Utd,30-236,1995,1,0,28,0.3,0,1,1,0,0,0,0,0,0,0,0.3,0.3,1,1,3,0,3.21,3.21,0,3.21,0,0.98,0.98,0,0.98,Matches
422,Yunus Musah,us USA,MF,it Atalanta,22-323,2002,2,1,112,1.2,0,1,1,0,0,0,2,0,0.6,0.6,0.5,1.1,0,2,0,0,0.8,0.8,0,0.8,0.48,0.38,0.87,0.48,0.87,Matches
423,Bəhlul Mustafazadə,az AZE,DF,az Qarabağ,28-233,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Bilal Nadir,ma MAR,MF,fr Marseille,21-324,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Roberto Navarro,es ESP,"FW,MF",es Athletic Club,23-189,2002,2,2,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,6,4,8,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
426,Quentin Ndjantou Mbitcha,fr FRA,MF,fr Paris S-G,18-087,2007,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,4,0,0,0,0,0,0.25,0.79,1.04,0.25,1.04,Matches
427,David Neres,br BRA,"MF,FW",it Napoli,28-229,1997,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches
428,Pedro Neto,pt POR,FW,eng Chelsea,25-223,2000,2,2,157,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,2,17,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,Matches
429,Manuel Neuer,de GER,GK,de Bayern Munich,39-205,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
430,João Neves,pt POR,MF,fr Paris S-G,21-021,2004,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
431,Rio Ngumoha,eng ENG,FW,eng Liverpool,17-050,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
432,Ousseynou Niang,sn SEN,DF,be Union SG,24-006,2001,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,8,4,14,0,0,0,0,0,0.06,0.02,0.09,0.06,0.09,Matches
433,Villads Nielsen,dk DEN,DF,no Bodø/Glimt,20-262,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Felix Nmecha,de GER,MF,de Dortmund,25-008,2000,2,1,92,1,1,0,1,1,0,0,0,0,0,0,0.2,0.2,1,5,3,0.98,0,0.98,0.98,0.98,0.05,0.16,0.21,0.05,0.21,Matches
435,Matheus Nunes,pt POR,DF,eng Manchester City,27-052,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
436,Christian Nørgaard,dk DEN,MF,eng Arsenal,31-222,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Matt O'Riley,dk DEN,MF,fr Marseille,24-331,2000,2,2,126,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
438,Armando Obispo,cw CUW,DF,nl PSV Eindhoven,26-227,1999,2,2,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Jan Oblak,si SVN,GK,es Atlético Madrid,32-284,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Wilson Odobert,fr FRA,FW,eng Tottenham,20-324,2004,1,1,90,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,3,5,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
441,Michael Olise,fr FRA,FW,de Bayern Munich,23-310,2001,2,2,162,1.8,1,2,3,1,0,0,1,0,1.3,1.3,0.7,2,15,14,24,0.56,1.11,1.67,0.56,1.67,0.7,0.4,1.1,0.7,1.1,Matches
442,Lucas Oliveira Rosa,br BRA,DF,nl Ajax,25-198,2000,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
443,Mathías Olivera,uy URU,DF,it Napoli,27-352,1997,2,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
444,Dani Olmo,es ESP,MF,es Barcelona,27-164,1998,2,1,80,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,2,1,3,0,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
445,Tani Oluwaseyi,ca CAN,FW,es Villarreal,25-156,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,0,1,0,0,0,0,0,0.96,0.23,1.18,0.96,1.18,Matches
446,Raphael Onyedika,ng NGA,MF,be Club Brugge,24-182,2001,1,1,80,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0,0.3,0,4,1,1.13,0,1.13,1.13,1.13,0.28,0.02,0.3,0.28,0.3,Matches
447,Loïs Openda,be BEL,"FW,MF",it Juventus,25-244,2000,1,1,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,6,0,0,0,0,0,0.08,0.19,0.28,0.08,0.28,Matches
448,Joel Ordóñez,ec ECU,DF,be Club Brugge,21-180,2004,2,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
449,Mislav Oršić,hr CRO,"FW,MF",cy Pafos FC,32-293,1992,2,1,148,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.2,0.2,0,3,2,0.61,0,0.61,0.61,0.61,0.04,0.1,0.15,0.04,0.15,Matches
450,Francisco Ortega,ar ARG,DF,gr Olympiacos,26-213,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,16,11,0,0,0,0,0,0.01,0.13,0.14,0.01,0.14,Matches
451,Victor Osimhen,ng NGA,FW,tr Galatasaray,26-293,1998,1,1,71,0.8,1,0,1,0,1,1,0,0,1,0.3,0,0.3,4,0,1,1.27,0,1.27,0,0,1.32,0.04,1.36,0.32,0.36,Matches
452,William Osula,dk DEN,FW,eng Newcastle Utd,22-075,2003,1,0,18,0.2,0,1,1,0,0,0,0,0,0,0,0.2,0.3,1,1,1,0,5,5,0,5,0.25,1.16,1.41,0.25,1.41,Matches
453,Nicolás Otamendi,ar ARG,DF,pt Benfica,37-248,1988,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,10,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
454,Kassoum Ouattara,fr FRA,DF,fr Monaco,21-004,2004,2,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,Matches
455,Nico O’Reilly,eng ENG,DF,eng Manchester City,20-211,2005,2,2,180,2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.3,7,11,14,0,0.5,0.5,0,0.5,0.07,0.07,0.14,0.07,0.14,Matches
456,Willian Pacho,ec ECU,DF,fr Paris S-G,24-002,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,4,0,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
457,Igor Paixão,br BRA,"FW,MF",fr Marseille,25-112,2000,2,1,86,1,2,1,3,2,0,0,0,0,0.3,0.3,0.4,0.7,6,2,10,2.09,1.05,3.14,2.09,3.14,0.27,0.46,0.73,0.27,0.73,Matches
458,João Palhinha,pt POR,MF,eng Tottenham,30-101,1995,2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
459,Cole Palmer,eng ENG,FW,eng Chelsea,23-165,2002,1,1,90,1,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,5,6,2,1,0,1,1,1,0.27,0.33,0.6,0.27,0.6,Matches
460,Emerson Palmieri,it ITA,DF,fr Marseille,31-076,1994,2,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
461,Aitor Paredes,es ESP,DF,es Athletic Club,25-172,2000,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Daniel Parejo,es ESP,MF,es Villarreal,36-185,1989,2,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
463,Thomas Partey,gh GHA,MF,es Villarreal,32-127,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
464,Mario Pašalić,hr CRO,MF,it Atalanta,30-251,1995,2,2,180,2,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,1,8,2,0.5,0,0.5,0.5,0.5,0.55,0.03,0.58,0.55,0.58,Matches
465,Alexandros Paschalakis,gr GRE,GK,gr Olympiacos,36-082,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
466,Louis Patris,be BEL,DF,be Union SG,24-133,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
467,Benjamin Pavard,fr FRA,DF,fr Marseille,29-204,1996,2,2,177,2,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Vangelis Pavlidis,gr GRE,FW,pt Benfica,26-331,1998,2,2,168,1.9,1,0,1,1,0,0,0,0,0.8,0.8,0.2,0.9,3,7,4,0.54,0,0.54,0.54,0.54,0.41,0.08,0.49,0.41,0.49,Matches
469,Aleksandar Pavlovic,de GER,MF,de Bayern Munich,21-168,2004,2,2,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,18,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches
470,Alfonso Pedraza,es ESP,DF,es Villarreal,29-192,1996,2,1,91,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,2,7,0,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches
471,Pedri,es ESP,MF,es Barcelona,22-327,2002,2,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,12,2,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
472,Nicolas Pépé,ci CIV,"FW,MF",es Villarreal,30-142,1995,2,2,180,2,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,11,4,14,0,0.5,0.5,0,0.5,0.17,0.29,0.46,0.17,0.46,Matches
473,Ricardo Pepi,us USA,FW,nl PSV Eindhoven,22-282,2003,1,1,73,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,0,2,0,0,0,0,0,0.34,0.06,0.4,0.34,0.4,Matches
474,Gabriel Pereira,br BRA,DF,dk FC Copenhagen,25-164,2000,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,6,1,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
475,Ayoze Pérez,es ESP,FW,es Villarreal,32-081,1993,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,Matches
476,Mattia Perin,it ITA,GK,it Juventus,32-342,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Ivan Perišić,hr CRO,"MF,FW",nl PSV Eindhoven,36-258,1989,2,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,10,16,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,Matches
478,Jens Petter Hauge,no NOR,FW,no Bodø/Glimt,26-006,1999,2,2,180,2,2,0,2,2,0,0,0,0,0.5,0.5,0.6,1.1,12,18,19,1,0,1,1,1,0.25,0.31,0.56,0.25,0.56,Matches
479,Kostas Pileas,cy CYP,DF,cy Pafos FC,26-311,1998,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
480,Lorenzo Pirola,it ITA,DF,gr Olympiacos,23-240,2002,2,2,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
481,Stavros Pnevmonidis,gr GRE,MF,gr Olympiacos,19-072,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
482,Daniel Podence,pt POR,"FW,MF",gr Olympiacos,29-362,1995,2,2,180,2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,11,30,0,0,0,0,0,0.15,0.17,0.32,0.15,0.32,Matches
483,Ernest Poku,nl NED,"MF,FW",de Leverkusen,21-263,2004,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,2,15,0,0,0,0,0,0.11,0.12,0.23,0.11,0.23,Matches
484,Matteo Politano,it ITA,"MF,DF",it Napoli,32-076,1993,2,2,122,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,6,4,9,0,0,0,0,0,0.06,0.17,0.23,0.06,0.23,Matches
485,Nick Pope,eng ENG,GK,eng Newcastle Utd,33-182,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Pedro Porro,es ESP,DF,eng Tottenham,26-035,1999,2,2,180,2,0,1,1,0,0,0,1,0,0,0,0.5,0.6,5,12,9,0,0.5,0.5,0,0.5,0.01,0.27,0.28,0.01,0.28,Matches
487,Gianluca Prestianni,ar ARG,MF,pt Benfica,19-260,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,4,5,0,0,0,0,0,0.28,0.81,1.09,0.28,1.09,Matches
488,Lukáš Provod,cz CZE,"FW,MF",cz Slavia Prague,28-360,1996,2,2,160,1.8,0,2,2,0,0,0,0,0,0.6,0.6,1.6,2.2,5,9,12,0,1.13,1.13,0,1.13,0.33,0.92,1.25,0.33,1.25,Matches
